Reporter Identifier	Reporter Name
AM10064	GB17493-RA [PREDICTED: Apis mellifera similar to dusky CG9355-PA (LOC725683), mRNA]
AM10064	GB17493-RA [PREDICTED: Apis mellifera similar to dusky CG9355-PA (LOC725683), mRNA]
AM00908R	DB750135 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10078D24 5', mRNA sequence
AM00908R	DB750135 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10078D24 5', mRNA sequence
AM07803	GB15214-RA [PREDICTED: Apis mellifera similar to CG13643-PA (LOC411273), mRNA]
AM07803	GB15214-RA [PREDICTED: Apis mellifera similar to CG13643-PA (LOC411273), mRNA]
AM08697	GB16117-RA
AM08697	GB16117-RA
AM01545	"NW_001253487.1 SET: UI_EST BI507798; Apis mellifera linkage group 7 genomic contig, reference assembly (based on Amel_4.0 Group7.41)"
AM01545	"NW_001253487.1 SET: UI_EST BI507798; Apis mellifera linkage group 7 genomic contig, reference assembly (based on Amel_4.0 Group7.41)"
AM08289	GB15706-RA [PREDICTED: Apis mellifera similar to Caf1-180 CG12109-PB (LOC411150), mRNA]
AM08289	GB15706-RA [PREDICTED: Apis mellifera similar to Caf1-180 CG12109-PB (LOC411150), mRNA]
AM03275	GB10649-RA
AM03275	GB10649-RA
AM07419	GB14824-RA [PREDICTED: Apis mellifera similar to CG7675-PB, isoform B (LOC413168), mRNA]
AM07419	GB14824-RA [PREDICTED: Apis mellifera similar to CG7675-PB, isoform B (LOC413168), mRNA]
AM07071	GB14473-RA [PREDICTED: Apis mellifera similar to ubiquitin specific protease 47, transcript variant 1 (LOC408911), mRNA]
AM07071	GB14473-RA [PREDICTED: Apis mellifera similar to ubiquitin specific protease 47, transcript variant 1 (LOC408911), mRNA]
AM08320	GB15737-RA
AM08320	GB15737-RA
AM07763	GB15174-RA
AM07763	GB15174-RA
AM03494	GB10869-RA [Apis mellifera hexamerin 70b (LOC406117), mRNA]
AM03494	GB10869-RA [Apis mellifera hexamerin 70b (LOC406117), mRNA]
AM04087	GB11466-RA [PREDICTED: Apis mellifera similar to CG6781-PA (LOC552118), mRNA]
AM04087	GB11466-RA [PREDICTED: Apis mellifera similar to CG6781-PA (LOC552118), mRNA]
AM04066	GB11445-RA [PREDICTED: Apis mellifera similar to CG12769-PB, isoform B (LOC412665), partial mRNA]
AM04066	GB11445-RA [PREDICTED: Apis mellifera similar to CG12769-PB, isoform B (LOC412665), partial mRNA]
AM03518	GB30056-RA
AM03518	GB30056-RA
AM00245	GB17580-RA
AM00245	GB17580-RA
AM07570	GB14979-RA
AM07570	GB14979-RA
AM00987R	DB742203 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10050L19 5', mRNA sequence
AM00987R	DB742203 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10050L19 5', mRNA sequence
AM01713	BB170015A10F09.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170015A10F09 5', mRNA sequence
AM01713	BB170015A10F09.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170015A10F09 5', mRNA sequence
AM06865	GB14266-RA [PREDICTED: Apis mellifera similar to RAB, member of RAS oncogene family-like 3 (LOC552042), mRNA]
AM06865	GB14266-RA [PREDICTED: Apis mellifera similar to RAB, member of RAS oncogene family-like 3 (LOC552042), mRNA]
AM11844	GB19291-RA [PREDICTED: Apis mellifera similar to CG32446-PA (LOC725138), mRNA]
AM11844	GB19291-RA [PREDICTED: Apis mellifera similar to CG32446-PA (LOC725138), mRNA]
AM03016	GB10388-RA [PREDICTED: Apis mellifera similar to CG30372-PB (LOC413683), mRNA]
AM03016	GB10388-RA [PREDICTED: Apis mellifera similar to CG30372-PB (LOC413683), mRNA]
AM08799	GB16219-RA [PREDICTED: Apis mellifera similar to CG11876-PB, isoform B (LOC725490), mRNA]
AM08799	GB16219-RA [PREDICTED: Apis mellifera similar to CG11876-PB, isoform B (LOC725490), mRNA]
AM07165	GB14568-RA
AM07165	GB14568-RA
AM06541	GB13943-RA [PREDICTED: Apis mellifera similar to CG11576-PA (LOC411110), mRNA]
AM06541	GB13943-RA [PREDICTED: Apis mellifera similar to CG11576-PA (LOC411110), mRNA]
AM09005	GB30465-RA
AM09005	GB30465-RA
AM05631	GB13020-RA
AM05631	GB13020-RA
NaPi	Buffer
NaPi	Buffer
AM03495	GB10870-RA [PREDICTED: Apis mellifera similar to CG5558-PB, isoform B (LOC410262), mRNA]
AM03495	GB10870-RA [PREDICTED: Apis mellifera similar to CG5558-PB, isoform B (LOC410262), mRNA]
AM11924	GB19371-RA
AM11924	GB19371-RA
AM00868	DB748203 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10071K15 5', mRNA sequence
AM00868	DB748203 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10071K15 5', mRNA sequence
AM12789	GB11399-RA [PREDICTED: Apis mellifera similar to Tetraspanin 39D CG8666-PA (LOC552721), mRNA]
AM12789	GB11399-RA [PREDICTED: Apis mellifera similar to Tetraspanin 39D CG8666-PA (LOC552721), mRNA]
AM08347	GB15765-RA
AM08347	GB15765-RA
AM01822	BB170014A20F03.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170014A20F03 5', mRNA sequence
AM01822	BB170014A20F03.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170014A20F03 5', mRNA sequence
AM08285	GB15702-RA [PREDICTED: Apis mellifera similar to CG11577-PA (LOC552506), partial mRNA]
AM08285	GB15702-RA [PREDICTED: Apis mellifera similar to CG11577-PA (LOC552506), partial mRNA]
AM11246	GB18685-RA [PREDICTED: Apis mellifera similar to atrophin-1 like protein (LOC409084), mRNA]
AM11246	GB18685-RA [PREDICTED: Apis mellifera similar to atrophin-1 like protein (LOC409084), mRNA]
AM09739	GB17164-RA [PREDICTED: Apis mellifera similar to CG10286-PA (LOC724506), mRNA]
AM09739	GB17164-RA [PREDICTED: Apis mellifera similar to CG10286-PA (LOC724506), mRNA]
AM10373	GB17801-RA [PREDICTED: Apis mellifera similar to zinc finger, A20 domain containing 1 (LOC408678), mRNA]
AM10373	GB17801-RA [PREDICTED: Apis mellifera similar to zinc finger, A20 domain containing 1 (LOC408678), mRNA]
AM01960	BB160007B20B10.5 Bee Brain Normalized Library, BB16 Apis mellifera cDNA clone BB160007B20B10 5', mRNA sequence
AM01960	BB160007B20B10.5 Bee Brain Normalized Library, BB16 Apis mellifera cDNA clone BB160007B20B10 5', mRNA sequence
AM11813	GB19259-RA [PREDICTED: Apis mellifera similar to CG3253-PA (LOC410005), mRNA]
AM11813	GB19259-RA [PREDICTED: Apis mellifera similar to CG3253-PA (LOC410005), mRNA]
AM06309	GB13711-RA [PREDICTED: Apis mellifera similar to oxysterol-binding protein-like protein 11 (LOC552690), mRNA]
AM06309	GB13711-RA [PREDICTED: Apis mellifera similar to oxysterol-binding protein-like protein 11 (LOC552690), mRNA]
AM12420	GB19873-RA [PREDICTED: Apis mellifera similar to belle CG9748-PA (LOC408276), mRNA]
AM12420	GB19873-RA [PREDICTED: Apis mellifera similar to belle CG9748-PA (LOC408276), mRNA]
AM09750	GB17175-RA [PREDICTED: Apis mellifera similar to cAMP-dependent protein kinase catalytic subunit (PKA C), transcript variant 1 (LOC409791), mRNA]
AM09750	GB17175-RA [PREDICTED: Apis mellifera similar to cAMP-dependent protein kinase catalytic subunit (PKA C), transcript variant 1 (LOC409791), mRNA]
AM06198	GB13598-RA [PREDICTED: Apis mellifera similar to Integrin alpha-PS2 precursor (Position-specific antigen 2 alpha chain) (Protein inflated) (LOC724548), mRNA]
AM06198	GB13598-RA [PREDICTED: Apis mellifera similar to Integrin alpha-PS2 precursor (Position-specific antigen 2 alpha chain) (Protein inflated) (LOC724548), mRNA]
AM05349	GB12734-RA [PREDICTED: Apis mellifera similar to CG31717-PA (LOC552437), partial mRNA]
AM05349	GB12734-RA [PREDICTED: Apis mellifera similar to CG31717-PA (LOC552437), partial mRNA]
AM12299	GB19752-RA [PREDICTED: Apis mellifera similar to Max-binding protein MNT (Protein ROX) (Myc antagonist MNT) (LOC726271), mRNA]
AM12299	GB19752-RA [PREDICTED: Apis mellifera similar to Max-binding protein MNT (Protein ROX) (Myc antagonist MNT) (LOC726271), mRNA]
AM10203	GB17629-RA [PREDICTED: Apis mellifera similar to Ribosomal protein L8 CG1263-PA, isoform A (LOC410188), mRNA]
AM10203	GB17629-RA [PREDICTED: Apis mellifera similar to Ribosomal protein L8 CG1263-PA, isoform A (LOC410188), mRNA]
AM04694	GB12077-RA [PREDICTED: Apis mellifera similar to muscarinic Acetylcholine Receptor 60C CG4356-PB, isoform B (LOC412299), mRNA]
AM04694	GB12077-RA [PREDICTED: Apis mellifera similar to muscarinic Acetylcholine Receptor 60C CG4356-PB, isoform B (LOC412299), mRNA]
AM08659	GB16078-RA [PREDICTED: Apis mellifera similar to CG17985-PA (LOC725212), mRNA]
AM08659	GB16078-RA [PREDICTED: Apis mellifera similar to CG17985-PA (LOC725212), mRNA]
AM08873	GB16293-RA
AM08873	GB16293-RA
AM08048	GB15461-RA [PREDICTED: Apis mellifera similar to CG31344-PA (LOC726260), partial mRNA]
AM08048	GB15461-RA [PREDICTED: Apis mellifera similar to CG31344-PA (LOC726260), partial mRNA]
AM01334	BB170024A10A02.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170024A10A02 5', mRNA sequence
AM01334	BB170024A10A02.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170024A10A02 5', mRNA sequence
AM05348	GB12733-RA [PREDICTED: Apis mellifera similar to -coatomer protein CG6699-PA (LOC409990), mRNA]
AM05348	GB12733-RA [PREDICTED: Apis mellifera similar to -coatomer protein CG6699-PA (LOC409990), mRNA]
AM00559	DB779640 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10088F06 3', mRNA sequence
AM00559	DB779640 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10088F06 3', mRNA sequence
AM02662	GB10034-RA [PREDICTED: Apis mellifera similar to CG8079-PA, isoform A (LOC411059), mRNA]
AM02662	GB10034-RA [PREDICTED: Apis mellifera similar to CG8079-PA, isoform A (LOC411059), mRNA]
AM12366	GB19819-RA [PREDICTED: Apis mellifera similar to Peroxidase CG3477-PA (LOC408953), mRNA]
AM12366	GB19819-RA [PREDICTED: Apis mellifera similar to Peroxidase CG3477-PA (LOC408953), mRNA]
AM04865	GB12245-RA [PREDICTED: Apis mellifera hypothetical protein LOC726049 (LOC726049), mRNA]
AM04865	GB12245-RA [PREDICTED: Apis mellifera hypothetical protein LOC726049 (LOC726049), mRNA]
AM02724	GB10096-RA
AM02724	GB10096-RA
AM01052	BB170026B20F06.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170026B20F06 5', mRNA sequence
AM01052	BB170026B20F06.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170026B20F06 5', mRNA sequence
AM10029	GB17457-RA
AM10029	GB17457-RA
AM02694	GB10066-RA
AM02694	GB10066-RA
AM03082	GB10454-RA [PREDICTED: Apis mellifera similar to intraflagellar transport 172 protein (LOC409371), mRNA]
AM03082	GB10454-RA [PREDICTED: Apis mellifera similar to intraflagellar transport 172 protein (LOC409371), mRNA]
AM08597	GB16016-RA [PREDICTED: Apis mellifera similar to CG8112-PA (LOC552313), mRNA]
AM08597	GB16016-RA [PREDICTED: Apis mellifera similar to CG8112-PA (LOC552313), mRNA]
AM11297	GB18736-RA [PREDICTED: Apis mellifera similar to HECT, UBA and WWE domain containing 1 (LOC411961), mRNA]
AM11297	GB18736-RA [PREDICTED: Apis mellifera similar to HECT, UBA and WWE domain containing 1 (LOC411961), mRNA]
AM11372	GB18814-RA [PREDICTED: Apis mellifera similar to Potassium voltage-gated channel protein Shaker, transcript variant 1 (LOC408343), partial mRNA]
AM11372	GB18814-RA [PREDICTED: Apis mellifera similar to Potassium voltage-gated channel protein Shaker, transcript variant 1 (LOC408343), partial mRNA]
AM11330	GB18770-RA [PREDICTED: Apis mellifera similar to eIF-5A CG3186-PA, isoform A (LOC552572), mRNA]
AM11330	GB18770-RA [PREDICTED: Apis mellifera similar to eIF-5A CG3186-PA, isoform A (LOC552572), mRNA]
AM02654	GB10026-RA [PREDICTED: Apis mellifera similar to Galectin-4 (Lactose-binding lectin 4) (L-36 lactose-binding protein) (L36LBP) (LOC408848), mRNA]
AM02654	GB10026-RA [PREDICTED: Apis mellifera similar to Galectin-4 (Lactose-binding lectin 4) (L-36 lactose-binding protein) (L36LBP) (LOC408848), mRNA]
AM07268	GB14671-RA [PREDICTED: Apis mellifera similar to SCAR CG4636-PA (LOC410922), mRNA]
AM07268	GB14671-RA [PREDICTED: Apis mellifera similar to SCAR CG4636-PA (LOC410922), mRNA]
AM07383	GB14788-RA [PREDICTED: Apis mellifera hypothetical LOC551146 (LOC551146), mRNA]
AM07383	GB14788-RA [PREDICTED: Apis mellifera hypothetical LOC551146 (LOC551146), mRNA]
AM10253	GB17679-RA
AM10253	GB17679-RA
AM01809	BB170016A20E12.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170016A20E12 5', mRNA sequence
AM01809	BB170016A20E12.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170016A20E12 5', mRNA sequence
AM08960	GB16379-RA [PREDICTED: Apis mellifera similar to CG31137-PC, isoform C (LOC413177), partial mRNA]
AM08960	GB16379-RA [PREDICTED: Apis mellifera similar to CG31137-PC, isoform C (LOC413177), partial mRNA]
AM11763	GB19209-RA [PREDICTED: Apis mellifera similar to acid phosphatase 1, soluble (LOC727655), mRNA]
AM11763	GB19209-RA [PREDICTED: Apis mellifera similar to acid phosphatase 1, soluble (LOC727655), mRNA]
AM11022	GB18459-RA [PREDICTED: Apis mellifera similar to arginase, type II (LOC552556), partial mRNA]
AM11022	GB18459-RA [PREDICTED: Apis mellifera similar to arginase, type II (LOC552556), partial mRNA]
AM07187	GB14590-RA
AM07187	GB14590-RA
AM07903	GB15314-RA [PREDICTED: Apis mellifera similar to Ecdysone-induced protein 63E CG10579-PA, isoform A (LOC552617), mRNA]
AM07903	GB15314-RA [PREDICTED: Apis mellifera similar to Ecdysone-induced protein 63E CG10579-PA, isoform A (LOC552617), mRNA]
AM04700	GB12083-RA [PREDICTED: Apis mellifera similar to CG1718-PA (LOC726941), mRNA]
AM04700	GB12083-RA [PREDICTED: Apis mellifera similar to CG1718-PA (LOC726941), mRNA]
AM01519	"NW_001253085.1 SET: UI_EST BI507536; Apis mellifera linkage group 14 genomic contig, reference assembly (based on Amel_4.0 Group14.7)"
AM01519	"NW_001253085.1 SET: UI_EST BI507536; Apis mellifera linkage group 14 genomic contig, reference assembly (based on Amel_4.0 Group14.7)"
AM06317	GB13719-RA [PREDICTED: Apis mellifera hypothetical LOC552471 (LOC552471), mRNA]
AM06317	GB13719-RA [PREDICTED: Apis mellifera hypothetical LOC552471 (LOC552471), mRNA]
AM07987	GB15399-RA [PREDICTED: Apis mellifera similar to prefoldin subunit 2 (LOC726085), mRNA]
AM07987	GB15399-RA [PREDICTED: Apis mellifera similar to prefoldin subunit 2 (LOC726085), mRNA]
AM02901	GB10271-RA [PREDICTED: Apis mellifera similar to zinc finger protein 485 (LOC413055), mRNA]
AM02901	GB10271-RA [PREDICTED: Apis mellifera similar to zinc finger protein 485 (LOC413055), mRNA]
AM11520	GB18964-RA [PREDICTED: Apis mellifera similar to CG5955-PA (LOC410432), mRNA]
AM11520	GB18964-RA [PREDICTED: Apis mellifera similar to CG5955-PA (LOC410432), mRNA]
AM10096	GB17525-RA
AM10096	GB17525-RA
AM02606	BB170020B10H02.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170020B10H02 5', mRNA sequence
AM02606	BB170020B10H02.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170020B10H02 5', mRNA sequence
AM00440	BB170002A20A08.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170002A20A08 5', mRNA sequence
AM00440	BB170002A20A08.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170002A20A08 5', mRNA sequence
AM10092	GB19713-RA [PREDICTED: Apis mellifera similar to CG13124-PA, isoform A (LOC410091), mRNA]
AM10092	GB19713-RA [PREDICTED: Apis mellifera similar to CG13124-PA, isoform A (LOC410091), mRNA]
AM02220	BB160014A20D07.5 Bee Brain Normalized Library, BB16 Apis mellifera cDNA clone BB160014A20D07 5', mRNA sequence
AM02220	BB160014A20D07.5 Bee Brain Normalized Library, BB16 Apis mellifera cDNA clone BB160014A20D07 5', mRNA sequence
AM03980	GB11359-RA [PREDICTED: Apis mellifera similar to Methionyl-tRNA synthetase CG31322-PA (LOC724733), mRNA]
AM03980	GB11359-RA [PREDICTED: Apis mellifera similar to Methionyl-tRNA synthetase CG31322-PA (LOC724733), mRNA]
AM08276	GB15693-RA [PREDICTED: Apis mellifera similar to CG12301-PA (LOC413758), partial mRNA]
AM08276	GB15693-RA [PREDICTED: Apis mellifera similar to CG12301-PA (LOC413758), partial mRNA]
AM10033	GB17461-RA [PREDICTED: Apis mellifera similar to Niemann-Pick Type C-1 CG5722-PA, transcript variant 2 (LOC552375), mRNA]
AM10033	GB17461-RA [PREDICTED: Apis mellifera similar to Niemann-Pick Type C-1 CG5722-PA, transcript variant 2 (LOC552375), mRNA]
AM11363	GB18805-RA
AM11363	GB18805-RA
AM08010	GB15423-RA [PREDICTED: Apis mellifera similar to CG6750-PA (LOC551505), mRNA]
AM08010	GB15423-RA [PREDICTED: Apis mellifera similar to CG6750-PA (LOC551505), mRNA]
AM09266	GB16687-RA [PREDICTED: Apis mellifera similar to Cytoskeleton-like bicaudal D protein (LOC412961), mRNA]
AM09266	GB16687-RA [PREDICTED: Apis mellifera similar to Cytoskeleton-like bicaudal D protein (LOC412961), mRNA]
AM00126	"NW_001253354.1 SET: Dscam exon 6.14; Apis mellifera linkage group 4 genomic contig, reference assembly (based on Amel_4.0 Group4.23)"
AM00126	"NW_001253354.1 SET: Dscam exon 6.14; Apis mellifera linkage group 4 genomic contig, reference assembly (based on Amel_4.0 Group4.23)"
AM10865	GB18300-RA [PREDICTED: Apis mellifera similar to yellow-h CG1629-PA (LOC724293), mRNA]
AM10865	GB18300-RA [PREDICTED: Apis mellifera similar to yellow-h CG1629-PA (LOC724293), mRNA]
AM05160	GB12544-RA [PREDICTED: Apis mellifera similar to Cyclophilin 1 CG9916-PA (LOC724326), mRNA]
AM05160	GB12544-RA [PREDICTED: Apis mellifera similar to Cyclophilin 1 CG9916-PA (LOC724326), mRNA]
AM00574R	DB737261 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10033L14 5', mRNA sequence
AM00574R	DB737261 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10033L14 5', mRNA sequence
AM04708	GB12091-RA [PREDICTED: Apis mellifera similar to proteasome (prosome, macropain) 26S subunit, non-ATPase, 2 (LOC413574), mRNA]
AM04708	GB12091-RA [PREDICTED: Apis mellifera similar to proteasome (prosome, macropain) 26S subunit, non-ATPase, 2 (LOC413574), mRNA]
AM11503	GB18947-RA
AM11503	GB18947-RA
AM02956	GB10326-RA
AM02956	GB10326-RA
AM00723	DB742592 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10052A04 5', mRNA sequence
AM00723	DB742592 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10052A04 5', mRNA sequence
AM09830	GB17255-RA [PREDICTED: Apis mellifera similar to lethal (1) G0230 CG2968-PA (LOC552682), mRNA]
AM09830	GB17255-RA [PREDICTED: Apis mellifera similar to lethal (1) G0230 CG2968-PA (LOC552682), mRNA]
AM05107	GB12490-RA [PREDICTED: Apis mellifera similar to CG16857-PA (LOC551628), mRNA]
AM05107	GB12490-RA [PREDICTED: Apis mellifera similar to CG16857-PA (LOC551628), mRNA]
AM09548	GB16971-RA
AM09548	GB16971-RA
AM01699	BB170013B20C07.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170013B20C07 5', mRNA sequence
AM01699	BB170013B20C07.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170013B20C07 5', mRNA sequence
AM01451	BB170031A20H01.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170031A20H01 5', mRNA sequence
AM01451	BB170031A20H01.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170031A20H01 5', mRNA sequence
AM05843	GB13235-RA [PREDICTED: Apis mellifera similar to CG7402-PA (LOC412829), mRNA]
AM05843	GB13235-RA [PREDICTED: Apis mellifera similar to CG7402-PA (LOC412829), mRNA]
AM02299	"NW_001253246.1 SET: UI_EST BI514630; Apis mellifera linkage group 1 genomic contig, reference assembly (based on Amel_4.0 Group1.82)"
AM02299	"NW_001253246.1 SET: UI_EST BI514630; Apis mellifera linkage group 1 genomic contig, reference assembly (based on Amel_4.0 Group1.82)"
AM01977	BB160008A10B12.5 Bee Brain Normalized Library, BB16 Apis mellifera cDNA clone BB160008A10B12 5', mRNA sequence
AM01977	BB160008A10B12.5 Bee Brain Normalized Library, BB16 Apis mellifera cDNA clone BB160008A10B12 5', mRNA sequence
AM07709	GB15119-RA [PREDICTED: Apis mellifera similar to beta-tubulin cofactor C (LOC724928), mRNA]
AM07709	GB15119-RA [PREDICTED: Apis mellifera similar to beta-tubulin cofactor C (LOC724928), mRNA]
AM05586	GB12973-RA
AM05586	GB12973-RA
AM08999	GB16420-RA [PREDICTED: Apis mellifera similar to CG4968-PA (LOC725744), mRNA]
AM08999	GB16420-RA [PREDICTED: Apis mellifera similar to CG4968-PA (LOC725744), mRNA]
AM12329	GB19782-RA [PREDICTED: Apis mellifera similar to K11G12.5, transcript variant 1 (LOC412503), partial mRNA]
AM12329	GB19782-RA [PREDICTED: Apis mellifera similar to K11G12.5, transcript variant 1 (LOC412503), partial mRNA]
AM00929	DB777777 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10080N21 3', mRNA sequence
AM00929	DB777777 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10080N21 3', mRNA sequence
AM09312	GB16733-RA [PREDICTED: Apis mellifera similar to cache domain containing 1 (LOC412944), mRNA]
AM09312	GB16733-RA [PREDICTED: Apis mellifera similar to cache domain containing 1 (LOC412944), mRNA]
AM00838R	[Antisense] GB19666-RB [PREDICTED: Apis mellifera similar to CG1674-PD, isoform D (LOC726830), mRNA]
AM00838R	[Antisense] GB19666-RB [PREDICTED: Apis mellifera similar to CG1674-PD, isoform D (LOC726830), mRNA]
AM08359	GB15777-RA [PREDICTED: Apis mellifera similar to pr-set7 CG3307-PA, isoform A (LOC412027), mRNA]
AM08359	GB15777-RA [PREDICTED: Apis mellifera similar to pr-set7 CG3307-PA, isoform A (LOC412027), mRNA]
AM02575	NM_001040230.1 [Apis mellifera acetylcholinesterase (Ache), mRNA]
AM02575	NM_001040230.1 [Apis mellifera acetylcholinesterase (Ache), mRNA]
AM11883	GB19330-RA [PREDICTED: Apis mellifera similar to agrin, transcript variant 1 (LOC408393), mRNA]
AM11883	GB19330-RA [PREDICTED: Apis mellifera similar to agrin, transcript variant 1 (LOC408393), mRNA]
AM06150	GB18620-RA [PREDICTED: Apis mellifera similar to expanded CG4114-PA (LOC409898), partial mRNA]
AM06150	GB18620-RA [PREDICTED: Apis mellifera similar to expanded CG4114-PA (LOC409898), partial mRNA]
AM07650	GB15059-RA [PREDICTED: Apis mellifera similar to Nucleoside diphosphate kinase 7 (NDK 7) (NDP kinase 7) (nm23-R7) (LOC412782), mRNA]
AM07650	GB15059-RA [PREDICTED: Apis mellifera similar to Nucleoside diphosphate kinase 7 (NDK 7) (NDP kinase 7) (nm23-R7) (LOC412782), mRNA]
AM00561	DB780974 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10092P07 3', mRNA sequence
AM00561	DB780974 RIKEN full-length enriched honey bee cDNA library, head Apis mellifera cDNA clone BH10092P07 3', mRNA sequence
AM08336	GB15754-RA
AM08336	GB15754-RA
AM12451	GB19904-RA
AM12451	GB19904-RA
AM04341	GB11722-RA
AM04341	GB11722-RA
AM01047	BB170011A20H08.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170011A20H08 5', mRNA sequence
AM01047	BB170011A20H08.5 Bee Brain Normalized/Subtracted Library, BB17 Apis mellifera cDNA clone BB170011A20H08 5', mRNA sequence
AM02140	BB160007A20B10.5 Bee Brain Normalized Library, BB16 Apis mellifera cDNA clone BB160007A20B10 5', mRNA sequence
AM02140	BB160007A20B10.5 Bee Brain Normalized Library, BB16 Apis mellifera cDNA clone BB160007A20B10 5', mRNA sequence
AM07834	GB15245-RA [PREDICTED: Apis mellifera similar to CG5554-PA (LOC414042), mRNA]
AM07834	GB15245-RA [PREDICTED: Apis mellifera similar to CG5554-PA (LOC414042), mRNA]
AM06942	GB14343-RA [PREDICTED: Apis mellifera similar to Cytochrome P450 18a1 (CYPXVIIIA1) (LOC410405), mRNA]
AM06942	GB14343-RA [PREDICTED: Apis mellifera similar to Cytochrome P450 18a1 (CYPXVIIIA1) (LOC410405), mRNA]
AM12839	"NW_001253023.1 SET: JDE_EST jdeC20_; Apis mellifera linkage group 11 genomic contig, reference assembly (based on Amel_4.0 Group11.38)"
AM12839	"NW_001253023.1 SET: JDE_EST jdeC20_; Apis mellifera linkage group 11 genomic contig, reference assembly (based on Amel_4.0 Group11.38)"
AM03676	GB30186-RA [PREDICTED: Apis mellifera similar to Ephrin CG1862-PB, isoform B (LOC727308), mRNA]
AM03676	GB30186-RA [PREDICTED: Apis mellifera similar to Ephrin CG1862-PB, isoform B (LOC727308), mRNA]
AM05571	GB12958-RA [PREDICTED: Apis mellifera similar to ATP/GTP binding protein 1 (LOC551792), mRNA]
AM05571	GB12958-RA [PREDICTED: Apis mellifera similar to ATP/GTP binding protein 1 (LOC551792), mRNA]
NaPi	Buffer
NaPi	Buffer
NaPi	Buffer
NaPi	Buffer
NaPi	Buffer
NaPi	Buffer
NaPi	Buffer
NaPi	Buffer
NaPi	Buffer
NaPi	Buffer
NaPi	Buffer
NaPi	Buffer
NaPi	Buffer
NaPi	Buffer
1-X64464_IVT_1	Arabidopsis thaliana 3-oxoacyl-[acyl-carrier protein] reductase (AT1G24360) mRNA
1-X64464_IVT_1	Arabidopsis thaliana 3-oxoacyl-[acyl-carrier protein] reductase (AT1G24360) mRNA
pos1	GB12747-RA [PREDICTED: Apis mellifera similar to eIF3-S8 CG4954-PA (LOC551184), mRNA]
pos1	GB12747-RA [PREDICTED: Apis mellifera similar to eIF3-S8 CG4954-PA (LOC551184), mRNA]
1-O81842_IVT_12	Arabidopsis thaliana unknown protein (AT4G27390) mRNA
1-O81842_IVT_12	Arabidopsis thaliana unknown protein (AT4G27390) mRNA
pos2	GB17681 [PREDICTED: Apis mellifera actin, transcript variant 2 (LOC406122), mRNA]
pos2	GB17681 [PREDICTED: Apis mellifera actin, transcript variant 2 (LOC406122), mRNA]
1-AF168390_IVT_1	Arabidopsis thaliana RCP1 (ROOT CAP 1)
1-AF168390_IVT_1	Arabidopsis thaliana RCP1 (ROOT CAP 1)
pos3	GB11132 [PREDICTED: Apis mellifera similar to ribosomal protein S5, transcript variant 1 (LOC409728), mRNA]
